index,speaker_actor_id,speaker_kind,text_normalized,lfl_file,room_id,script_id,object_id,verb_id,opcode,opcode_offset,message_offset
555,1,ego,Maybe it was fixed.,25.LFL,25,-1,365,-1,0xD8,131,133
556,1,ego,Nothing happens!,25.LFL,25,-1,365,-1,0xD8,156,158
557,1,ego,Oops!,25.LFL,25,-1,365,-1,0xD8,232,234
558,1,ego,Hmm.  Looks a bit strange around its belly.,25.LFL,25,-1,362,-1,0xD8,77,79
559,1,ego,Not much interesting here.,25.LFL,25,-1,372,-1,0xD8,68,70
560,1,ego,The door is locked!,25.LFL,25,-1,361,-1,0xD8,95,97
561,1,ego,Let's go!,25.LFL,25,-1,363,-1,0xD8,70,72
562,1,ego,I can't do that!,25.LFL,25,-1,-1,-1,0xD8,38,40
563,1,ego,I'm all tied up!,25.LFL,25,-1,-1,-1,0xD8,105,107
564,2,direct_actor,"Junior, do you always cut things this close?",25.LFL,25,-1,-1,-1,0x14,207,210
565,1,ego,I don't think that's such a good idea!,25.LFL,25,-1,-1,-1,0xD8,39,41
566,1,ego,We're not close enough!,25.LFL,25,-1,-1,-1,0xD8,199,201
567,1,ego,It's too tough to tear apart.,26.LFL,26,-1,402,-1,0xD8,68,70
568,1,ego,I think it's past being thirsty.,26.LFL,26,-1,402,-1,0xD8,115,117
569,1,ego,Undercooked pig is not one of my favorite foods.,26.LFL,26,-1,402,-1,0xD8,177,179
570,1,ego,It's the biggest roast boar I've ever seen.<CTRL1>It would take a LONG time to eat it.,26.LFL,26,-1,402,-1,0xD8,229,231
571,1,ego,OUCH!,26.LFL,26,-1,398,-1,0xD8,29,31
572,1,ego,They're already cold.,26.LFL,26,-1,401,-1,0xD8,121,123
573,1,ego,The <NAME:16384>'s empty.,26.LFL,26,-1,401,-1,0xD8,148,150
574,1,ego,It seems to be empty.,26.LFL,26,-1,395,-1,0xD8,51,53
575,1,ego,The keg's empty.,26.LFL,26,-1,395,-1,0xD8,213,215
576,1,ego,I can't put ale in that!,26.LFL,26,-1,395,-1,0xD8,235,237
577,1,ego,Ouch!  It's too hot!,26.LFL,26,-1,-1,-1,0xD8,10,12
578,1,ego,It's a servant's uniform.,27.LFL,27,-1,405,-1,0xD8,56,58
579,1,ego,It's just my size!,27.LFL,27,-1,405,-1,0xD8,102,104
580,1,ego,It's an officer's uniform.,27.LFL,27,-1,406,-1,0xD8,88,90
581,1,ego,I think I'll need a key.,27.LFL,27,-1,407,-1,0xD8,40,42
582,1,ego,I wonder why they're using such a big lock just for these<CTRL1>uniforms.,27.LFL,27,-1,407,-1,0xD8,68,70
583,1,ego,It's my leather jacket and fedora.,27.LFL,27,-1,403,-1,0xD8,64,66
584,1,ego,It's Junior's clothes.,27.LFL,27,-1,403,-1,0xD8,104,106
585,1,ego,Strange!  It's locked into the clothes rack.,27.LFL,27,-1,-1,-1,0xD8,7,9
586,1,ego,"No, it's too slippery out here to wear that.",27.LFL,27,52,-1,-1,0xD8,16,18
587,1,ego,Not now!  He'll see!,27.LFL,27,52,-1,-1,0xD8,100,102
588,10,direct_actor,See what?,27.LFL,27,52,-1,-1,0x14,124,127
589,1,ego,Never mind!,27.LFL,27,52,-1,-1,0xD8,142,144
590,1,ego,I wouldn't put THAT on!,27.LFL,27,52,-1,-1,0xD8,166,168
591,0,direct_actor,.\x14,27.LFL,27,52,-1,-1,0x14,382,392
592,1,ego,What was that?,27.LFL,27,52,-1,-1,0xD8,400,402
593,10,direct_actor,I don't recognize you!  You must be the intruder!,28.LFL,28,70,-1,-1,0x14,30,33
594,10,direct_actor,Good afternoon sir!  Enjoy your stay at Castle Brunwald.,28.LFL,28,70,-1,-1,0x14,106,109
595,10,direct_actor,Sir!  Only those with business concerning the art<CTRL1>collection are allowed in this area.,28.LFL,28,70,-1,-1,0x14,179,182
596,10,direct_actor,"Greetings, sir.",28.LFL,28,70,-1,-1,0x14,280,283
597,10,direct_actor,"Uh, sorry, this is restricted - I mean, a restricted area.",28.LFL,28,70,-1,-1,0x14,309,312
598,10,direct_actor,"Greetings, Sir!  I must inform you this is a top secret zone!",28.LFL,28,70,-1,-1,0x14,381,384
599,10,direct_actor,Hello.  Nice to see a new face around here.  But<CTRL1>you shouldn't stray from your assigned post.,28.LFL,28,70,-1,-1,0x14,456,459
600,10,direct_actor,"Oh, hmm - do you want something?",28.LFL,28,70,-1,-1,0x14,564,567
601,10,direct_actor,"I'm sorry sir, there was no time to iron^",28.LFL,28,70,-1,-1,0x14,802,805
602,10,direct_actor,"Boring, as you should know.",28.LFL,28,70,-1,-1,0x14,867,870
603,10,direct_actor,I can't quite place your face.,28.LFL,28,70,-1,-1,0x14,867,870
604,10,direct_actor,I am always content to do my duty.,28.LFL,28,70,-1,-1,0x14,940,943
605,10,direct_actor,You're a stranger to me.,28.LFL,28,70,-1,-1,0x14,940,943
606,10,direct_actor,No one is allowed here without clearance.,28.LFL,28,70,-1,-1,0x14,940,943
607,10,direct_actor,"Boring, as usual.",28.LFL,28,70,-1,-1,0x14,1050,1053
608,10,direct_actor,Do I know you?,28.LFL,28,70,-1,-1,0x14,1050,1053
609,10,direct_actor,There is an intruder about.  I'll have to search you.,28.LFL,28,70,-1,-1,0x14,1107,1110
610,1,direct_actor,Let me give you a hand.,28.LFL,28,70,-1,-1,0x14,1165,1168
611,10,direct_actor,"Official - very well, go on.",28.LFL,28,70,-1,-1,0x14,1205,1208
612,10,direct_actor,But I don't recognize you.,28.LFL,28,70,-1,-1,0x14,1240,1243
613,10,direct_actor,"Why, no, I call myself a corporal.<CTRL1>And I call YOU an imposter!",28.LFL,28,70,-1,-1,0x14,1446,1449
614,10,direct_actor,"Well, you know how the cook bastes everything with<CTRL1>his `Silesian Surprise Sauce`.",28.LFL,28,70,-1,-1,0x14,1526,1529
615,10,direct_actor,"Yes sir, whatever you say.",28.LFL,28,70,-1,-1,0x14,1811,1814
616,10,direct_actor,You push me too far!,28.LFL,28,70,-1,-1,0x14,1847,1850
617,10,direct_actor,Shoes?  Don't you recognize our uniform boots?<CTRL1>Who are you anyway?,28.LFL,28,70,-1,-1,0x14,1884,1887
618,10,direct_actor,"No!  Who do you think you are, anyway?",28.LFL,28,70,-1,-1,0x14,2121,2124
619,10,direct_actor,"No, I do NOT!  Please identify yourself!",28.LFL,28,70,-1,-1,0x14,2166,2169
620,10,direct_actor,Orders?  May I see them?,28.LFL,28,70,-1,-1,0x14,2223,2226
621,10,direct_actor,We had an inspection this morning!  HALT!,28.LFL,28,70,-1,-1,0x14,2445,2448
622,10,direct_actor,"I'm sorry, sir, but I was not told to expect anyone today.<CTRL1>I must ask you for proof.",28.LFL,28,70,-1,-1,0x14,2503,2506
623,10,direct_actor,"Well, perhaps that is not necessary.  Heil Hitler!",28.LFL,28,70,-1,-1,0x14,2865,2868
624,10,direct_actor,You think to intimidate me?  I have an iron will!,28.LFL,28,70,-1,-1,0x14,2925,2928
625,1,direct_actor,Let's see if you have a glass jaw.,28.LFL,28,70,-1,-1,0x14,2979,2982
626,10,direct_actor,And you don't know his name?  I think you're an intruder!,28.LFL,28,70,-1,-1,0x14,3023,3026
627,1,direct_actor,"Well, I've got to hand it to you^",28.LFL,28,70,-1,-1,0x14,3085,3088
628,10,direct_actor,I'll leave that for the Colonel to decide.,28.LFL,28,70,-1,-1,0x14,3135,3138
629,10,direct_actor,TAKE THIS!!!,28.LFL,28,70,-1,-1,0x14,3135,3138
630,10,direct_actor,Don't get smart with me!,28.LFL,28,70,-1,-1,0x14,3411,3414
631,10,direct_actor,HALT!!  Give them to me!,28.LFL,28,70,-1,-1,0x14,3452,3455
632,10,direct_actor,"Why, no, Sigfried does - he works upstairs - but^<CTRL1>I suppose you're OK if you're cleared for that.",28.LFL,28,70,-1,-1,0x14,3505,3508
633,10,direct_actor,"Well, yes, I do, but I still need^",28.LFL,28,70,-1,-1,0x14,3625,3628
634,1,direct_actor,Just a minute.  Are you Sigfried?,28.LFL,28,70,-1,-1,0x14,3664,3667
635,1,direct_actor,I was told to look for you.,28.LFL,28,70,-1,-1,0x14,3664,3667
636,10,direct_actor,Oh^  They've forgotten to brief me again.,28.LFL,28,70,-1,-1,0x14,3731,3734
637,10,direct_actor,You may pass.,28.LFL,28,70,-1,-1,0x14,3731,3734
638,10,direct_actor,"Well, no, but - I still need some authoritative proof!",28.LFL,28,70,-1,-1,0x14,3797,3800
639,1,direct_actor,"No problem, this carries a lot of authority.",28.LFL,28,70,-1,-1,0x14,3856,3859
640,10,direct_actor,Money?  I don't think you owe me any money!,28.LFL,28,70,-1,-1,0x14,3995,3998
641,10,direct_actor,Oh!  You have one of those cup paintings!,28.LFL,28,70,-1,-1,0x14,4062,4065
642,10,direct_actor,I'll put it in the vault with the others.,28.LFL,28,70,-1,-1,0x14,4062,4065
643,10,direct_actor,A painting?  That's not my job.,28.LFL,28,70,-1,-1,0x14,4160,4163
644,10,direct_actor,Thanks for the drink!,28.LFL,28,70,-1,-1,0x14,4224,4227
645,10,direct_actor,Here's your stein back.,28.LFL,28,70,-1,-1,0x14,4265,4268
646,10,direct_actor,An empty stein?  What's the idea?,28.LFL,28,70,-1,-1,0x14,4305,4308
647,10,direct_actor,I don't drink on duty!,28.LFL,28,70,-1,-1,0x14,4357,4360
648,10,direct_actor,I can't drink THAT much!,28.LFL,28,70,-1,-1,0x14,4415,4418
649,10,direct_actor,You stole the Colonel's trophy!,28.LFL,28,70,-1,-1,0x14,4449,4452
650,10,direct_actor,I don't want that!,28.LFL,28,70,-1,-1,0x14,4490,4493
651,10,direct_actor,You in that leather jacket!  What are you doing here?,28.LFL,28,71,-1,-1,0x14,31,34
652,10,direct_actor,Halt.  Are you here on official business?,28.LFL,28,71,-1,-1,0x14,98,101
653,10,direct_actor,You there!  This is a top security area!,28.LFL,28,71,-1,-1,0x14,153,156
654,10,direct_actor,You're not allowed up here!,28.LFL,28,71,-1,-1,0x14,200,203
655,10,direct_actor,Jackets?  What?  Who let you in here?,28.LFL,28,71,-1,-1,0x14,487,490
656,10,direct_actor,Hold it!  What is this message?  And who are you?,28.LFL,28,71,-1,-1,0x14,541,544
657,10,direct_actor,They're holding him upstairs.  But who are you?,28.LFL,28,71,-1,-1,0x14,607,610
658,10,direct_actor,You can't do that!  Hold it right there!,28.LFL,28,71,-1,-1,0x14,843,846
659,10,direct_actor,"Well, that's true enough.  How much are the jackets?",28.LFL,28,71,-1,-1,0x14,907,910
660,10,direct_actor,"I won't buy that jacket, or your story!",28.LFL,28,71,-1,-1,0x14,969,972
661,1,direct_actor,Then let me give it to you - no charge!,28.LFL,28,71,-1,-1,0x14,1013,1016
662,10,direct_actor,Ridiculous!  You are trying to trick me.,28.LFL,28,71,-1,-1,0x14,1307,1310
663,10,direct_actor,Show me your authorization.,28.LFL,28,71,-1,-1,0x14,1307,1310
664,1,direct_actor,Let me hand it to you!,28.LFL,28,71,-1,-1,0x14,1381,1384
665,10,direct_actor,Sounds reasonable.,28.LFL,28,71,-1,-1,0x14,1420,1423
666,10,direct_actor,Put me down for an order - Corporal Kruger.,28.LFL,28,71,-1,-1,0x14,1420,1423
667,1,ego,"Ah, cash in advance, please.",28.LFL,28,71,-1,-1,0xD8,1488,1490
668,10,direct_actor,Outrageous!  You are no salesman.,28.LFL,28,71,-1,-1,0x14,1575,1578
669,10,direct_actor,"No!  Give me an explanation, or you cannot pass.",28.LFL,28,71,-1,-1,0x14,1821,1824
670,1,direct_actor,"OK, pay attention to this.",28.LFL,28,71,-1,-1,0x14,1874,1877
671,10,direct_actor,Huh?  What do you mean?,28.LFL,28,71,-1,-1,0x14,1917,1920
672,10,direct_actor,Not so fast!  How do I know you're not a spy.,28.LFL,28,71,-1,-1,0x14,2132,2135
673,10,direct_actor,Hey!  You must have caused that commotion downstairs.,28.LFL,28,71,-1,-1,0x14,2187,2190
674,1,direct_actor,And it looks like I'll cause some here too.,28.LFL,28,71,-1,-1,0x14,2245,2248
675,10,direct_actor,Ridiculous!  That is not standard procedure.,28.LFL,28,71,-1,-1,0x14,2298,2301
676,1,direct_actor,Neither is this!,28.LFL,28,71,-1,-1,0x14,2347,2350
677,10,direct_actor,"Very well, come here and tell me.",28.LFL,28,71,-1,-1,0x14,2380,2383
678,1,direct_actor,The message is `eat my knuckles.`,28.LFL,28,71,-1,-1,0x14,2418,2421
679,10,direct_actor,Really?  Wonderful!,28.LFL,28,71,-1,-1,0x14,2699,2702
680,10,direct_actor,You must go to my commander and inform him.,28.LFL,28,71,-1,-1,0x14,2699,2702
681,10,direct_actor,That stupid butler could let anyone in.  Hold still.,28.LFL,28,71,-1,-1,0x14,2780,2783
682,1,direct_actor,Sorry.,28.LFL,28,71,-1,-1,0x14,2837,2840
683,10,direct_actor,"Don't be ridiculous.  Give me your hands, I must tie them.",28.LFL,28,71,-1,-1,0x14,2860,2863
684,1,direct_actor,Here's one!,28.LFL,28,71,-1,-1,0x14,2923,2926
685,10,direct_actor,"Nein!  I will see your authorization, NOW.",28.LFL,28,71,-1,-1,0x14,3137,3140
686,1,direct_actor,This is all the authorization you'll need!,28.LFL,28,71,-1,-1,0x14,3184,3187
687,10,direct_actor,Dietrich!,28.LFL,28,71,-1,-1,0x14,3250,3253
688,10,direct_actor,Wasn't he killed in that `Ark of the Covenant` fiasco?,28.LFL,28,71,-1,-1,0x14,3250,3253
689,10,direct_actor,Never heard of him.,28.LFL,28,71,-1,-1,0x14,3325,3328
690,1,direct_actor,Then listen to this.,28.LFL,28,71,-1,-1,0x14,3349,3352
691,10,direct_actor,"No sir!  Er^ you may go now sir, sorry.",28.LFL,28,71,-1,-1,0x14,3546,3549
692,10,direct_actor,Him?  Brave?  You must not have known him.,28.LFL,28,71,-1,-1,0x14,3602,3605
693,10,direct_actor,Show me your identification.,28.LFL,28,71,-1,-1,0x14,3602,3605
694,10,direct_actor,I don't take bribes!,28.LFL,28,71,-1,-1,0x14,3769,3772
695,1,ego,Then maybe you'll take this!,28.LFL,28,71,-1,-1,0xD8,3794,3796
696,10,direct_actor,What are you doing with that valuable painting!,28.LFL,28,71,-1,-1,0x14,3845,3848
697,10,direct_actor,Thanks!,28.LFL,28,71,-1,-1,0x14,3963,3966
698,10,direct_actor,Are you trying to tease me with an empty stein?,28.LFL,28,71,-1,-1,0x14,4030,4033
699,10,direct_actor,I don't drink while on duty!,28.LFL,28,71,-1,-1,0x14,4096,4099
700,10,direct_actor,You shouldn't be wandering around!<CTRL1>Someone has broken into the castle.,28.LFL,28,103,-1,-1,0x14,30,33
701,10,direct_actor,"Say, that uniform doesn't fit.",28.LFL,28,103,-1,-1,0x14,30,33
702,10,direct_actor,You're the intruder!,28.LFL,28,103,-1,-1,0x14,30,33
703,10,direct_actor,Who told you that you could wander around here?,28.LFL,28,103,-1,-1,0x14,169,172
704,10,direct_actor,What are you doing here?,28.LFL,28,103,-1,-1,0x14,230,233
705,10,direct_actor,And what might you be looking for?,28.LFL,28,103,-1,-1,0x14,268,271
706,10,direct_actor,"Let's see^  Say, you.  Do you know where you're going?",28.LFL,28,103,-1,-1,0x14,316,319
707,10,direct_actor,"A servant, here?  Wait a moment, you're no servant!",28.LFL,28,103,-1,-1,0x14,377,380
708,10,direct_actor,Indeed?  Are you getting something for him?,28.LFL,28,103,-1,-1,0x14,645,648
709,10,direct_actor,Really?  What is the nature of this errand?,28.LFL,28,103,-1,-1,0x14,695,698
710,10,direct_actor,Wait.  I don't recognize you.  AND your uniform is too small.,28.LFL,28,103,-1,-1,0x14,762,765
711,10,direct_actor,Hold it.  Your face is unfamiliar to me.,28.LFL,28,103,-1,-1,0x14,830,833
712,10,direct_actor,You shouldn't be wandering.  Report to your supervisor.,28.LFL,28,103,-1,-1,0x14,887,890
713,10,direct_actor,Where did he leave these boots?,28.LFL,28,103,-1,-1,0x14,1102,1105
714,10,direct_actor,What kind of drink?,28.LFL,28,103,-1,-1,0x14,1150,1153
715,10,direct_actor,You are lying!  No servants are allowed there!,28.LFL,28,103,-1,-1,0x14,1363,1366
716,10,direct_actor,There is no cellar here!  What kind of servant are you?,28.LFL,28,103,-1,-1,0x14,1426,1429
717,1,direct_actor,A servant of freedom!,28.LFL,28,103,-1,-1,0x14,1486,1489
718,10,direct_actor,Second floor?  Where's he stationed?,28.LFL,28,103,-1,-1,0x14,1524,1527
719,10,direct_actor,Impossible!,28.LFL,28,103,-1,-1,0x14,1737,1740
720,10,direct_actor,"Well, I suppose that's OK.",28.LFL,28,103,-1,-1,0x14,1772,1775
721,10,direct_actor,You may go to him.,28.LFL,28,103,-1,-1,0x14,1772,1775
722,10,direct_actor,"That is possible of course.  But come closer.<CTRL1>Your uniform doesn't fit, and I^",28.LFL,28,103,-1,-1,0x14,1828,1831
723,10,direct_actor,"Why, you're no servant!",28.LFL,28,103,-1,-1,0x14,1828,1831
724,10,direct_actor,"No one would give such foolish orders, do you<CTRL1>think my head is made of rock?",28.LFL,28,103,-1,-1,0x14,1949,1952
725,1,direct_actor,"I sure hope not, for my fist's sake!",28.LFL,28,103,-1,-1,0x14,2031,2034
726,10,direct_actor,"Well, he shouldn't - but I could use one myself.<CTRL1>He must have nerve, but the Colonel will not like it.",28.LFL,28,103,-1,-1,0x14,2236,2239
727,10,direct_actor,Drinking on duty is not allowed!  It slows the reflexes.,28.LFL,28,103,-1,-1,0x14,2349,2352
728,1,direct_actor,Let's see how yours are.,28.LFL,28,103,-1,-1,0x14,2410,2413
729,10,direct_actor,Hah!  A real servant would know that every soldier here<CTRL1>has learned not to let that sludge touch his lips!,28.LFL,28,103,-1,-1,0x14,2451,2454
730,1,direct_actor,Then here is something else for them.,28.LFL,28,103,-1,-1,0x14,2563,2566
731,10,direct_actor,Who is your supervisor?,28.LFL,28,103,-1,-1,0x14,2819,2822
732,10,direct_actor,"Imposter!  We find our own breakfast here, or do without.",28.LFL,28,103,-1,-1,0x14,2859,2862
733,10,direct_actor,Klaus?  Who is this Klaus?  This is very suspicious.,28.LFL,28,103,-1,-1,0x14,2933,2936
734,10,direct_actor,"They're both greybeards, and you are an imposter!",28.LFL,28,103,-1,-1,0x14,3159,3162
735,10,direct_actor,I am a soldier.  You WILL discuss it NOW.,28.LFL,28,103,-1,-1,0x14,3225,3228
736,1,direct_actor,I hope you don't mind if I talk with my hands.,28.LFL,28,103,-1,-1,0x14,3271,3274
737,10,direct_actor,There's no such man here!  You're trapped in your own lies.,28.LFL,28,103,-1,-1,0x14,3453,3456
738,1,direct_actor,Not quite trapped yet.,28.LFL,28,103,-1,-1,0x14,3517,3520
739,10,direct_actor,"That will not work either, spy!",28.LFL,28,103,-1,-1,0x14,3556,3559
740,5,direct_actor,"sh, I don't know where to find him.  Do you?",28.LFL,28,103,-1,-1,0x14,3618,3639
741,10,direct_actor,"Hmm?  I have no time for such nonsense, find him yourself!",28.LFL,28,103,-1,-1,0x14,3806,3809
742,10,direct_actor,No servant would be so carelessly briefed.  Who are you?,28.LFL,28,103,-1,-1,0x14,3874,3877
743,1,direct_actor,Your downfall!,28.LFL,28,103,-1,-1,0x14,3935,3938
744,10,direct_actor,"Hold it!  Since you're lost, I'd better accompany you.",28.LFL,28,103,-1,-1,0x14,3966,3969
745,1,direct_actor,"OK, you can take my hand.",28.LFL,28,103,-1,-1,0x14,4025,4028
746,10,direct_actor,But first I must see your identity papers.,28.LFL,28,103,-1,-1,0x14,4067,4070
747,1,direct_actor,"Sorry, I HATE paperwork.",28.LFL,28,103,-1,-1,0x14,4114,4117
748,10,direct_actor,Money?  Now where would a servant get that much money?,28.LFL,28,103,-1,-1,0x14,4233,4236
749,10,direct_actor,What are you doing with that?,28.LFL,28,103,-1,-1,0x14,4311,4314
750,10,direct_actor,You know the help isn't supposed to touch anything valuable!,28.LFL,28,103,-1,-1,0x14,4311,4314
751,10,direct_actor,How'd you know I was thirsty!,28.LFL,28,103,-1,-1,0x14,4483,4486
752,1,ego,I'll use the combination^,29.LFL,29,-1,449,-1,0xD8,80,82
753,1,ego,I don't know the combination.,29.LFL,29,-1,449,-1,0xD8,116,118
754,1,ego,It looks like a paint-by-number Mona Lisa.,29.LFL,29,-1,447,-1,0xD8,88,90
755,1,ego,I don't think Leonardo would appreciate this!,29.LFL,29,-1,447,-1,0xD8,88,90
756,1,ego,It's `Sunday in the Park` by Georges Seurat.,29.LFL,29,-1,450,-1,0xD8,41,43
757,1,ego,It's much too big.,29.LFL,29,-1,450,-1,0xD8,89,91
758,1,ego,"It says, `Dr. Fred and Nurse Edna on wedding day,<CTRL1>just before leaving for America.`",29.LFL,29,-1,452,-1,0xD8,54,56
759,1,ego,This is art?  It looks more like someone's dropcloth.,29.LFL,29,-1,453,-1,0xD8,41,43
760,1,ego,I wouldn't want to get my hands full of paint!,29.LFL,29,-1,453,-1,0xD8,98,100
761,1,ego,It's Edouard Manet's `The Fifer`.,29.LFL,29,-1,454,-1,0xD8,54,56
762,1,ego,Looks like a German country house.,29.LFL,29,-1,455,-1,0xD8,50,52
763,1,ego,It's the Castle Brunwald.,29.LFL,29,-1,456,-1,0xD8,41,43
764,1,ego,"Si trouve, envoyez-le au Louvre, poste paye.",29.LFL,29,-1,458,-1,0xD8,49,51
765,1,ego,Maybe there's a plaque somewhere.,29.LFL,29,-1,457,-1,0xD8,39,41
766,1,ego,It's too heavy to move.,29.LFL,29,-1,457,-1,0xD8,76,78
767,1,ego,I know this one!  It's `Seashore` by Mark Ferrari.,29.LFL,29,-1,459,-1,0xD8,41,43
768,1,ego,It looks like a couple of monsters from a cheap<CTRL1>Science Fiction comic.,29.LFL,29,-1,460,-1,0xD8,41,43
769,1,ego,It's a mountain in the Swiss Alps.,29.LFL,29,-1,461,-1,0xD8,54,56
770,1,ego,"I don't think I should move it.  It's obviously priceless,<CTRL1>and I might damage it.",29.LFL,29,-1,-1,-1,0xD8,1,3
771,1,ego,It looks like a painting of the Grail!,30.LFL,30,-1,462,-1,0xD8,32,34
772,1,ego,I don't need it anymore.,30.LFL,30,-1,464,-1,0xD8,35,37
773,1,ego,It's the painting I did of my father's trophy.,30.LFL,30,-1,464,-1,0xD8,63,65
774,1,ego,It's already shorted out.,31.LFL,31,-1,466,-1,0xD8,135,137
775,1,ego,It seems to be welded in place.,31.LFL,31,-1,466,-1,0xD8,206,208
776,1,ego,I see a lot of wires and glowing vacuum tubes inside.,31.LFL,31,-1,466,-1,0xD8,250,252
777,1,ego,All the vacuum tubes seem to be shorted out.,31.LFL,31,-1,466,-1,0xD8,309,311
778,1,ego,This is the castle's security system.,31.LFL,31,-1,467,-1,0xD8,45,47
779,1,ego,It's definitely armed.,31.LFL,31,-1,467,-1,0xD8,95,97
780,1,ego,I deactivated it.,31.LFL,31,-1,467,-1,0xD8,123,125
781,1,ego,I don't see any switches on it.,31.LFL,31,-1,467,-1,0xD8,144,146
782,8,direct_actor,An intruder!,31.LFL,31,105,-1,-1,0x14,31,34
783,8,direct_actor,This is a restricted area!  No servants allowed!,31.LFL,31,105,-1,-1,0x14,60,63
784,8,direct_actor,I'll show you your place.,31.LFL,31,105,-1,-1,0x14,113,116
785,8,direct_actor,A visitor!  Life has been getting pretty boring.,31.LFL,31,105,-1,-1,0x14,148,151
786,8,direct_actor,I have four hours to go!  You^ <CTRL2>,31.LFL,31,105,-1,-1,0x14,382,385
787,8,direct_actor,you're an imposter!,31.LFL,31,105,-1,-1,0x14,423,426
788,8,direct_actor,Wait a minute!  <CTRL2>,31.LFL,31,105,-1,-1,0x14,459,462
789,8,direct_actor,I don't know you.  <CTRL2>,31.LFL,31,105,-1,-1,0x14,485,488
790,8,direct_actor,Something's wrong here!,31.LFL,31,105,-1,-1,0x14,514,517
791,8,direct_actor,Oh yeah?  <CTRL2>,31.LFL,31,105,-1,-1,0x14,554,557
792,8,direct_actor,"I think I've found him, and he's not too bright!",31.LFL,31,105,-1,-1,0x14,574,577
793,8,direct_actor,"Hey, this is my favorite book!  And it's a first edition!",31.LFL,31,105,-1,-1,0x14,751,754
794,8,direct_actor,Would you mind watching the lights while I<CTRL1>reread my favorite passage?,31.LFL,31,105,-1,-1,0x14,751,754
795,1,ego,Not at all.,31.LFL,31,105,-1,-1,0xD8,890,892
796,8,direct_actor,Are you kidding?  Who are you anyway?  Wait a minute^,31.LFL,31,105,-1,-1,0x14,910,913
797,10,direct_actor,Hey!  You're not allowed here.,32.LFL,32,86,-1,-1,0x14,25,28
798,10,direct_actor,No one allowed near the prisoner.  Colonel's orders.,32.LFL,32,86,-1,-1,0x14,62,65
799,10,direct_actor,I NEVER need relief.  You calling me a sissy?,32.LFL,32,86,-1,-1,0x14,335,338
800,10,direct_actor,Uh-uh.  That's against orders.,32.LFL,32,86,-1,-1,0x14,397,400
801,1,direct_actor,"Just get out of my way, or else.",32.LFL,32,86,-1,-1,0x14,432,435
802,10,direct_actor,"You need to learn some manners, junior.",32.LFL,32,86,-1,-1,0x14,469,472
803,10,direct_actor,DON'T CALL ME THAT!,32.LFL,32,86,-1,-1,0x14,525,528
804,10,direct_actor,"Oh, yeah?",32.LFL,32,86,-1,-1,0x14,613,616
805,0,direct_actor,I don't take no bribes!,32.LFL,32,86,-1,-1,0x14,633,646
806,10,direct_actor,Hmph.,32.LFL,32,86,-1,-1,0x14,692,695
807,10,direct_actor,I barely tasted that thimblefull.,32.LFL,32,86,-1,-1,0x14,793,796
808,10,direct_actor,And you're still not allowed up here.,32.LFL,32,86,-1,-1,0x14,793,796
809,10,direct_actor,Why should I want an empty stein?,32.LFL,32,86,-1,-1,0x14,872,875
810,10,direct_actor,Ahhh!,32.LFL,32,86,-1,-1,0x14,931,934
811,10,direct_actor,(Hic!),32.LFL,32,86,-1,-1,0x14,1075,1078
812,10,direct_actor,"Er, that was^",32.LFL,32,86,-1,-1,0x14,1075,1078
813,10,direct_actor,(HIC!),32.LFL,32,86,-1,-1,0x14,1075,1078
814,10,direct_actor,^good!  But I'll still^,32.LFL,32,86,-1,-1,0x14,1075,1078
815,10,direct_actor,^have to teach you^,32.LFL,32,86,-1,-1,0x14,1075,1078
816,10,direct_actor,^not to come up here!,32.LFL,32,86,-1,-1,0x14,1075,1078
817,10,direct_actor,So you've won a trophy!  Big deal!,32.LFL,32,86,-1,-1,0x14,1196,1199
818,10,direct_actor,I don't need that!,32.LFL,32,86,-1,-1,0x14,1240,1243
819,2,direct_actor,"Er, Junior, you don't expect ME to leave through the<CTRL1>window, do you?",33.LFL,33,-1,501,-1,0x14,174,177
820,1,ego,I'll come back for you.,33.LFL,33,-1,501,-1,0xD8,258,260
821,1,ego,There's some money in here.  <INT:53> Marks!,33.LFL,33,-1,513,-1,0xD8,60,62
822,2,direct_actor,JUNIOR!  You've come to rescue me!,33.LFL,33,-1,-1,-1,0x14,31,34
823,2,direct_actor,But do you have to announce it to the entire castle?,33.LFL,33,-1,-1,-1,0x14,78,81
824,1,ego,Dad!  Let's get out of here!,33.LFL,33,-1,-1,-1,0xD8,138,140
825,2,direct_actor,"Fine, son, you lead the way.",33.LFL,33,-1,-1,-1,0x14,170,173
826,2,direct_actor,It's about time you returned!,33.LFL,33,-1,-1,-1,0x14,229,232
827,2,direct_actor,"No, you hold on to it for now.",33.LFL,33,-1,-1,-1,0x14,18,21
828,1,ego,Now it's locked.,33.LFL,33,116,-1,-1,0xD8,33,35
829,1,ego,It's an unsigned travel pass with a combination<CTRL1>on the other side.,34.LFL,34,-1,519,-1,0xD8,44,46
830,1,ego,My travel pass is signed by Hitler!,34.LFL,34,-1,519,-1,0xD8,117,119
831,1,ego,"It says, `Awarded to Colonel Vogel for 1st Place,<CTRL1>1937 Berlin Book Burning Contest,",34.LFL,34,-1,520,-1,0xD8,56,58
832,1,ego,Category: Non-Fiction.`,34.LFL,34,-1,520,-1,0xD8,56,58
833,1,ego,It's a file cabinet.,34.LFL,34,-1,518,-1,0xD8,79,81
